customer_id,first_name,last_name,email,phone,address,city,country,registration_date,birth_date,gender,customer_segment
6460,Christopher,Horton,berrychristine@example.net,394.527.4655,"Avenida Apolonia Montesinos 35 Apt. 89 , Valladolid, 47282",Mcgrathborough,Djibouti,2023-08-26,1976-06-07,M,Premium
6461,Holly,Johnson,beldamarciano@example.com,+34874 484 119,"Ronda de Eugenia Antúnez 74 Puerta 2 , Burgos, 17545",Kimberlyville,Tajikistan,2024-03-31,1988-03-10,F,Basic
6462,Loida,Carballo,leyre17@example.org,(544)361-0424,"Glorieta Isabela Campos 786 Piso 2 , Burgos, 05192",Vincentstad,Estonia,2021-07-22,1945-07-04,O,Premium
6463,Austin,Foster,goicoecheajudith@example.com,(397)775-8303,"35248 Reed Lake, Danielston, MO 37308",Álava,Bolivia,2025-03-17,1971-06-18,M,Standard
6464,Silvestre,Diaz,thomas22@example.org,+34800 56 66 16,"Rambla de Anastasio Cordero 29, Málaga, 24571",Navarra,Hungary,2020-12-17,2005-03-04,O,Standard
6465,Andrés Felipe,Plana,ruiznicole@example.net,2252399218,"0783 Eric Inlet Apt. 194, Jennifershire, PA 26947",East Brittanyville,Guyana,2022-08-05,1981-08-28,F,Basic
6466,Jordan,Rodriguez,francoramiro@example.net,838.555.9109,"Paseo de Jovita Somoza 98, Vizcaya, 28297",Palencia,Ghana,2021-09-21,1999-09-12,O,Premium
6467,Iker,Perera,kcole@example.org,(969)840-9644,"Via Galo Barreda 54, Sevilla, 03744",Rodriguezbury,Indonesia,2025-05-29,1972-06-18,F,Basic
6468,Melinda,Atkins,jessica98@example.net,+34986733721,"37883 Stacey Fort Apt. 702, Lowerymouth, MO 46037",Harrisfort,Indonesia,2024-01-11,1997-02-21,F,Premium
6469,Steven,Miller,angela44@example.org,+34 979 16 73 81,"045 Garcia Inlet Apt. 893, Lake Johnville, DE 90441",Ceuta,Saint Kitts y Nevis,2024-01-26,1989-11-13,M,Premium
6470,Nicolás,Dalmau,viniguez@example.net,+34 800753643,"Via Cándido Gallo 8, La Rioja, 27347",Donnabury,Camerún,2023-10-01,1958-07-08,O,Basic
6471,Andrew,Ocaña,ashley21@example.org,+34 921 127 190,"61803 Nathan Trail Apt. 876, South Karen, GU 74429",La Rioja,Tuvalu,2022-05-18,1989-09-18,F,Premium
6472,Jasmine,Grant,wolfgabrielle@example.net,+34 856 268 038,"Glorieta de Manuelita Piquer 27, Badajoz, 36851",Alexisview,Costa Rica,2024-04-03,1989-01-20,M,Basic
6473,Maria,Livingston,palomarseve@example.net,771-808-9497x97914,"USNV Thompson, FPO AA 34996",Lake Sheri,Andorra,2022-02-24,1988-08-21,F,Standard
6474,Esmeralda,Mora,amandacepeda@example.net,(631)749-1818x721,"Ronda Silvestre Escalona 209, Toledo, 25098",La Coruña,Marshall Islands,2021-02-09,1976-07-23,O,Standard
6475,Úrsula,Dickerson,vvalero@example.net,(864)389-7348,"Avenida Néstor Valcárcel 757 Piso 3 , Almería, 25435",South Troymouth,Egipto,2024-07-12,1999-03-14,O,Basic
6476,Ronald,Townsend,james26@example.com,311.932.5481x75136,"1835 Poole River Suite 648, North Anthony, RI 43860",Stevensland,Cocos (Keeling) Islands,2023-07-19,1959-07-18,O,Standard
6477,Eric,Fritz,maria-fernandaalcaraz@example.com,905-346-6438,"Via de Mercedes Casal 56, Almería, 25412",South Lisahaven,Jamaica,2024-04-17,1999-07-28,M,Premium
6478,Anthony,Bowman,kkelley@example.com,+34 927027087,"1420 Jennifer Unions Suite 256, New Angela, MT 95254",Bellbury,Iceland,2025-01-30,1985-01-07,M,Premium
6479,Erica,Moore,eva12@example.com,(625)756-9735x38100,"PSC 3976, Box 5603, APO AA 58906",Deannaview,Mauritania,2022-02-16,1984-06-21,F,Premium
6480,Donald,Martinez,ciriaco92@example.org,+34 925000850,"Cañada Kike Bayo 610 Apt. 51 , Alicante, 36873",Navarra,Lao People's Democratic Republic,2021-07-16,2003-02-26,O,Standard
6481,David,Gibson,fjones@example.net,+34977237213,"01555 Melissa Fords, Lake Misty, MA 78987",East Regina,Ghana,2020-06-20,1981-10-11,F,Standard
6482,Jasmine,Mullins,vazquezheriberto@example.org,+34828 61 56 83,"5429 Smith Street Suite 187, Clarkeville, GU 35274",Port Rachaelfort,México,2023-11-10,2001-07-01,O,Premium
6483,Billy,Gomez,lauren48@example.com,+34 901 528 516,"7080 John Isle, Mariomouth, AS 55324",Guadalajara,Belgium,2023-05-11,1972-01-18,M,Basic
6484,Sean,Solomon,tnebot@example.net,629.344.1398,"2709 Beard Extension, Millerborough, PR 28817",Málaga,Northern Mariana Islands,2022-02-28,1969-10-21,O,Standard
6485,Cornelio,Giralt,lginer@example.net,+34874131603,"USNV Johnson, FPO AP 44998",Johnsonfort,Etiopía,2021-03-31,1962-08-26,M,Basic
6486,Albino,Valle,djohnson@example.org,+34 950 34 91 60,"969 Dunn Run, Brownchester, SC 34746",Castellón,Argentina,2023-12-07,1982-06-20,F,Premium
6487,Eliana,Porter,candelariocabanas@example.net,+34966169899,"PSC 1425, Box 6377, APO AP 16423",Ávila,Argentina,2020-12-25,1972-04-26,F,Basic
6488,Celia,Allen,arteaganoe@example.net,(640)976-0381x078,"Plaza Severino Valverde 32, Cádiz, 04559",Melilla,Fiji,2022-03-12,1968-07-13,M,Premium
6489,Rosario,Silva,eballard@example.com,+34982 28 23 20,"C. Fabio Casanovas 21, Jaén, 38843",Navarra,Irán,2020-09-02,1979-11-25,F,Standard
6490,Paula,Riera,xgimeno@example.com,486.826.1331x478,"Callejón Apolonia Sanmiguel 82 Piso 5 , Almería, 38246",Port Danielle,Lesotho,2023-04-14,1949-12-07,O,Standard
6491,Cristian,Graham,feijooroberta@example.org,+34902886744,"Acceso de Claudio Almeida 71 Puerta 6 , Guadalajara, 49628",Córdoba,Grenada,2024-07-29,1951-04-11,F,Standard
6492,Barbara,Harris,elisabetcasares@example.net,+1-428-209-3731,"USNV Mccarthy, FPO AP 35618",Harrisfort,British Indian Ocean Territory (Chagos Archipelago),2023-08-15,1954-06-15,M,Standard
6493,Edgardo,Bryant,atovar@example.org,+34885252724,"Via Angelita Manso 41 Piso 2 , Baleares, 22536",Murcia,República Checa,2022-03-01,1964-05-21,M,Basic
6494,Daniel,Alberdi,fllopis@example.org,+34821 38 53 05,"Ronda Gervasio Santamaria 464, Teruel, 43689",Port Katherine,Guyana,2021-11-17,2001-02-03,M,Basic
6495,Luis Ángel,Moya,pratsnazaret@example.net,+34 807 54 95 37,"03809 Stephanie Route Suite 209, Livingstonhaven, NE 95063",Berrymouth,China,2021-02-19,1962-02-26,F,Basic
6496,Camila,Wilson,maristelafalcon@example.org,+34 919 991 545,"8738 Weber Divide Apt. 109, Guerraville, FM 60162",Madrid,Côte d'Ivoire,2024-01-05,1961-02-06,M,Standard
6497,Remedios,Howard,andrea65@example.com,+34 844 420 512,"Vial de Celestino Querol 36 Puerta 4 , Soria, 19656",Lake Aarontown,Argentina,2023-04-07,1964-05-01,O,Basic
6498,Chucho,Hoz,vwilliams@example.com,+34 886 126 026,"USNS Yang, FPO AP 38287",Baleares,República Unida de Tanzanía,2021-11-14,1959-11-22,O,Basic
6499,Kelly,Bennett,blinares@example.com,+34947 40 58 28,"26189 Hernandez Stravenue, West Ryan, OH 28228",Lake James,Líbano,2025-04-23,1977-12-11,O,Basic
6500,Juan Manuel,Goñi,esteveisaias@example.com,9844819027,"Avenida de Moreno Garmendia 8 Puerta 9 , Madrid, 09783",Smithton,Bahamas,2022-01-21,1953-08-18,M,Premium
6501,Ramón,Baker,emelina34@example.net,+34 921766216,"Plaza de Cecilio Ballester 28 Apt. 95 , Barcelona, 27405",Jacksonchester,Belice,2025-01-08,2004-09-01,M,Basic
6502,Caitlyn,Castillo,jaimeguijarro@example.com,(711)943-3477x19596,"Calle de Esther Serra 97, Asturias, 45378",Huelva,British Indian Ocean Territory (Chagos Archipelago),2022-10-25,1996-10-08,F,Standard
6503,Cirino,Arrieta,williamssteven@example.org,598-817-4130x870,"C. Jordana Zamora 68 Puerta 1 , Baleares, 10765",Pacehaven,Croacia,2020-11-20,1989-01-20,F,Premium
6504,Jennifer,Artigas,vanesa94@example.net,800-460-6467,"8416 Edwards Stravenue, East Tammystad, FL 80525",East Markton,Martinique,2022-01-08,1964-07-03,O,Basic
6505,Glenn,Villanueva,micaelagarcia@example.net,(522)359-6441,"80174 Nicole Falls, Mauriceberg, PR 28370",Zaragoza,Guadeloupe,2021-10-07,1968-07-22,M,Basic
6506,Tammie,Zamora,sarah75@example.org,+34 847 286 367,"314 Donna Heights Suite 596, Ashleyberg, HI 98933",North Robin,Comoras,2021-01-07,1988-10-13,F,Standard
6507,Stephanie,Pavón,eddiesmith@example.net,526.201.4386,"Plaza Custodio Peinado 30 Apt. 46 , Granada, 29112",Cuenca,Mongolia,2025-05-21,1977-08-21,F,Premium
6508,Andrew,Daniel,snowkim@example.org,+1-352-593-1233x9549,"3850 Cynthia Row, Hoganstad, NY 01451",Teruel,Suiza,2025-02-08,1990-02-02,M,Standard
6509,Manolo,Rollins,moorebenjamin@example.net,(360)940-9517,"Cañada de Morena Ariño 73 Piso 3 , Las Palmas, 35008",Lake Savannahburgh,Letonia,2023-06-30,1993-11-20,F,Standard
6510,Ariadna,Neal,kamo@example.com,+1-446-728-1994x696,"68217 Ricky Knoll, Schneiderton, AZ 42659",Lugo,Swazilandia,2025-05-26,1984-09-16,F,Basic
6511,Robert,Wright,bowens@example.com,+34 847272166,"1921 Morris Roads, East Michael, DC 58817",Toledo,Dominicana,2022-03-17,1945-05-06,F,Standard
6512,Shannon,Valdés,zperez@example.org,(286)399-4661x2281,"Camino Yago Jordá 343, Teruel, 02933",Jaén,Ukraine,2020-10-05,1954-08-09,F,Basic
6513,Jeffrey,Rollins,piedad86@example.com,265-900-5493,"79800 Dennis Stravenue Suite 657, Bakerfurt, IN 90397",Girona,Somalia,2024-06-30,1981-12-16,F,Premium
6514,Erik,Johnson,deleonjoseph@example.org,659-227-0421x35407,"Acceso de Espiridión Sánchez 23, Albacete, 09688",Lake Tammieville,Armenia,2023-12-25,1990-06-01,M,Basic
6515,Tatiana,Mulet,qstanley@example.net,(639)982-4031x3362,"Paseo Roldán Peral 51 Apt. 14 , Las Palmas, 19829",Las Palmas,Venezuela,2023-07-03,1969-11-11,F,Basic
6516,Crystal,Barrera,segarrasebastian@example.net,+34849 06 34 89,"2742 Patricia Green Apt. 967, Port Alicia, LA 16970",Guipúzcoa,Christmas Island,2022-08-27,1995-04-05,M,Basic
6517,Kaitlyn,Mercado,lllorente@example.com,+34 846 02 57 55,"Via Angelino Dalmau 9 Puerta 7 , Jaén, 32073",León,Greenland,2022-10-15,1991-03-28,O,Premium
6518,Tatiana,Castilla,ruthclemente@example.com,4807340158,"Alameda Lope Valdés 10 Piso 9 , Ceuta, 24352",Navarra,Vietman,2021-07-05,1966-01-21,M,Premium
6519,Scott,Martinez,gperez@example.net,+34733 616 861,"69687 Barajas Harbors, Mitchellhaven, WA 28253",Annamouth,South Georgia and the South Sandwich Islands,2023-06-19,1965-05-01,M,Standard
6520,Seve,Giménez,burnscarlos@example.org,710.317.2727x21988,"8403 Estrada Lights Apt. 761, New Corey, KY 67127",Jameston,Liechtenstein,2021-11-24,1981-01-25,M,Premium
6521,Rachel,Alcalá,jose-mariflores@example.net,001-603-300-1598,"921 Edward Ridge Suite 499, Tammyshire, NM 96834",León,Saint Martin,2025-03-17,1992-11-11,M,Standard
6522,Lawrence,Novak,josephsmith@example.net,+34 877 321 531,"Paseo Hortensia Jódar 34, Las Palmas, 17099",Adamschester,Turkmenistán,2023-10-17,1972-05-10,O,Standard
6523,Ángela,Martin,paul81@example.net,(970)280-1953x80126,"0747 Jonathan Prairie, Kimberlyberg, FL 07211",Collinsland,República de Corea,2024-12-03,1956-12-30,F,Premium
6524,Eligio,Carrera,leehayes@example.com,8817508231,"Cañada Serafina Guillén 263 Piso 1 , Málaga, 38661",South Amandaland,Mexico,2020-11-19,1959-10-09,M,Standard
6525,Virginia,Rubio,uthompson@example.org,+34873649142,"06106 Bond Locks, Lake Carl, MP 32174",West Jacob,Comoras,2021-07-17,1947-11-05,O,Basic
6526,Carlos,Freeman,benjaminclark@example.org,+34 847 03 17 22,"Via Florentina Dueñas 39 Piso 1 , Barcelona, 14497",Santa Cruz de Tenerife,Jordan,2024-04-05,1982-11-13,O,Standard
6527,Andrew,Serrano,evaesteve@example.com,+34 875684048,"Ronda Aitana Tejera 559 Piso 6 , Teruel, 28441",Lindseymouth,Lithuania,2025-04-12,1971-03-31,O,Basic
6528,Selena,Amorós,whitecraig@example.com,864-368-4847,"Calle de Cintia Quintanilla 567 Puerta 3 , La Rioja, 33409",Gonzalezside,Barbados,2021-11-01,1987-07-19,F,Standard
6529,Patrick,Romero,wvaldez@example.net,503-507-1657x95066,"Ronda Liliana Espinosa 55, Tarragona, 22336",Córdoba,Bangladesh,2022-12-07,1983-07-30,O,Standard
6530,Merche,Bowers,garzaadam@example.com,685.910.6188x5550,"45070 Kaiser Plaza Apt. 787, Grayland, AZ 59794",Cádiz,Luxemburgo,2020-09-01,1966-12-30,F,Basic
6531,Fabiana,Sotelo,lynnbrittany@example.org,808-876-6424x47087,"Glorieta Milagros Tamarit 4, León, 01727",Port Amberville,Ireland,2024-10-14,1973-09-14,F,Standard
6532,Julie,Delgado,jesse23@example.com,+34825 30 47 18,"Calle de Jimena Palmer 498 Piso 3 , Álava, 40387",Mccormickland,Latvia,2025-06-11,1955-12-20,M,Standard
6533,Lance,Calleja,david31@example.org,001-418-437-9528,"740 Miller Inlet, Wongstad, SD 25089",Evelyntown,Sudán,2023-08-30,1992-01-02,M,Premium
6534,Rebecca,Lucas,duiliocomas@example.com,410.541.8487x186,"Calle Hernán Leiva 46, Soria, 36802",Teruel,Albania,2022-01-30,1967-02-19,F,Standard
6535,David,Larrea,michael75@example.net,+1-825-318-2381x6373,"Vial Hernando Canals 63, Castellón, 02479",Eugenetown,República Unida de Tanzanía,2024-04-20,2003-11-28,M,Basic
6536,Emma,Pina,wsimpson@example.org,(716)887-9316,"5429 Miller Lakes, Josephstad, WV 20618",Sevilla,Bhután,2022-01-17,1946-06-09,F,Basic
6537,Irma,Calvo,amancioagusti@example.com,+34 946 89 59 70,"Rambla Benito Bermudez 98 Apt. 51 , Asturias, 29741",Zamora,Honduras,2022-12-01,1944-09-06,M,Basic
6538,Emily,Farré,julie49@example.org,219.624.4687,"18472 James Lights Apt. 880, East Jasonland, AK 78611",Huesca,Argentina,2024-09-17,1962-11-13,O,Standard
6539,Juliana,Martinez,lhill@example.com,+34 985 04 25 26,"Avenida de Martín Berenguer 83, Granada, 41156",Clarkview,Haiti,2024-11-16,1947-04-03,M,Basic
6540,Plácido,Blázquez,omarhopkins@example.net,(335)973-7160,"169 Oscar Plaza, Rhondachester, VT 67467",Alfredville,Senegal,2024-04-22,1949-11-20,M,Standard
6541,Isidora,Garay,zallen@example.com,+34800 311 785,"8600 Stacy Ranch, West Tinafurt, TN 51824",Valladolid,Omán,2022-06-17,1979-01-18,M,Premium
6542,Paola,Williams,schwartzbilly@example.net,+34807 452 297,"163 Michael Plain Apt. 324, Karenborough, OK 54502",Lake Christopher,Mónaco,2022-04-08,1947-04-17,O,Premium
6543,Adam,Pozuelo,aacedo@example.org,+34 828 49 00 69,"44006 Tina Views, Johnsonside, IL 42823",New Angela,Philippines,2020-11-13,1993-09-16,O,Standard
6544,Laurie,Jackson,mrobinson@example.net,+34 613 26 16 72,"925 Reed Dale, Michaelburgh, UT 96507",Lake Stevenside,Ghana,2020-10-17,1953-07-08,F,Standard
6545,Whitney,Albero,tonocastello@example.org,001-335-753-3391x195,"Avenida Guiomar Arjona 36, Baleares, 25452",Wrightside,Saint Pierre and Miquelon,2022-08-18,1994-03-04,M,Premium
6546,Purificación,Villalonga,christinacruz@example.net,568.781.6806x11849,"Ronda Feliciana Llopis 3 Piso 6 , Lugo, 13383",Madrid,Omán,2020-12-24,2002-11-14,F,Premium
6547,Timothy,Martin,xlozano@example.org,+1-311-926-7752x9952,"Avenida Mariana Solano 54 Apt. 31 , Barcelona, 51534",Fryton,Zimbabwe,2020-11-11,1957-01-01,O,Basic
6548,Fabiola,Román,leandro21@example.com,+34 803153049,"69131 Jackson Mountain, Lindatown, IL 97156",New Marioview,Peru,2021-10-28,1992-12-08,O,Premium
6549,Joe,Wallace,jmurray@example.net,+34 847489421,"Via Sol Marquez 71 Puerta 0 , Álava, 26824",Cádiz,Turkey,2020-12-09,1984-08-07,O,Premium
6550,Lara,Asensio,cbush@example.org,001-813-966-3881x56280,"363 Bell Glen Suite 826, North Frank, OR 20032",Albacete,Afganistán,2024-02-05,1986-06-11,M,Premium
6551,Thomas,Asenjo,hilario18@example.com,+34 888 858 462,"Callejón Isaac Adán 72, Salamanca, 05781",Dianeberg,Brunei Darussalam,2022-11-25,1948-07-22,M,Standard
6552,Tonya,Neira,angelacarbonell@example.com,001-929-364-2145x23761,"Urbanización de Augusto Castejón 1 Puerta 3 , Cáceres, 10364",Sarahfurt,Austria,2023-12-05,1966-06-13,F,Standard
6553,Alma,Wilson,lawsoncody@example.org,+34847450836,"Calle Dorotea Soriano 5, Álava, 31557",Julieburgh,Túnez,2024-09-22,1998-03-12,M,Basic
6554,Carina,Quinn,madridtrinidad@example.net,+34834 12 85 93,"Glorieta Alcides Pinilla 54, Álava, 02870",New Lucasshire,Tanzania,2024-06-28,1959-02-26,M,Basic
6555,Gabrielle,Almansa,sawyerscott@example.net,+34 949 092 617,"Glorieta Nacho Tirado 90 Piso 2 , Las Palmas, 14268",Valencia,Malaysia,2021-06-03,1976-07-18,F,Basic
6556,Brittany,Carson,restevez@example.org,+1-837-740-1986,"03630 Robert Key Apt. 258, Lake Kelly, NE 11395",Cádiz,Camerún,2020-12-23,1952-06-28,O,Standard
6557,Meredith,Seco,tscott@example.org,+34 946 458 239,"5114 Monica Wall Apt. 059, Julieshire, ID 68269",Peterberg,Namibia,2020-10-28,1954-04-28,F,Basic
6558,Flavia,Hardy,lewisjonathan@example.org,+34923 706 636,"Cuesta Gertrudis Duran 68 Puerta 1 , Salamanca, 41678",Markberg,Samoa,2025-04-29,1976-11-27,O,Premium
6559,Michael,Seco,banderson@example.net,+34872 01 87 46,"99326 Joseph Harbor Suite 485, Haleport, VI 20680",Harrisland,Saint Kitts y Nevis,2023-06-15,1967-12-25,O,Standard
6560,Erin,Long,nidia37@example.org,(885)317-3194,"Pasaje Roberto Andres 61 Puerta 7 , Córdoba, 23461",Valencia,Mauricio,2022-09-24,1985-07-02,F,Basic
6561,Jared,Gallo,sandra98@example.org,+34 949 958 430,"25773 Melissa Wells Suite 575, North Andrea, AZ 41555",New Austin,Alemania,2023-06-08,1992-01-18,F,Basic
6562,Loida,Becerra,rbarbera@example.com,333.695.6772x468,"Pasaje de Rogelio Serna 1, Melilla, 05782",East Gregorychester,Luxembourg,2022-03-11,1945-08-01,M,Premium
6563,Holly,Mercado,robert07@example.com,+34 848 29 78 65,"276 Rebecca Islands, Lake Brittany, OR 17715",Jaén,Dominican Republic,2025-03-11,2006-10-28,M,Premium
6564,Inmaculada,Ramirez,imeldacoll@example.com,+1-683-940-4569x35331,"Acceso Odalis Raya 86, Ceuta, 50206",South Brianhaven,Chile,2024-09-19,1963-03-26,M,Standard
6565,Petrona,Murcia,frankvincent@example.net,+34874 83 16 13,"41373 Becker Way, Myersside, CO 69341",East Michaelmouth,Zimbabwe,2025-05-12,1946-02-22,O,Premium
6566,Jennifer,Powers,michaelcarter@example.net,+34 806 268 630,"Cuesta Máximo Ferrando 4, Baleares, 21277",Guipúzcoa,United States Minor Outlying Islands,2024-10-09,1967-02-23,M,Standard
6567,Juanito,Sierra,pottschelsea@example.net,(729)620-9762,"Alameda de Noemí Oliva 4 Apt. 44 , Soria, 06146",Schwartzstad,Costa Rica,2024-11-18,1946-10-09,F,Basic
6568,Ruperta,Bravo,leandra19@example.com,+34925 760 104,"Vial Almudena Linares 75 Piso 0 , Jaén, 10266",Robertstad,Belize,2022-11-01,1987-01-16,M,Standard
6569,Lidia,Crespo,moorethomas@example.org,+34845 878 408,"94945 Monica Hill Suite 664, South Matthew, FM 10636",West Adammouth,Cambodia,2024-09-27,1970-10-04,M,Premium
6570,Samuel,Chico,riocalista@example.org,+34 876 06 15 10,"Cuesta de Azucena Barrios 396, Toledo, 26836",Robinmouth,Afganistán,2022-08-11,1958-10-15,F,Basic
6571,Encarna,Viana,ileanabueno@example.org,+34807 546 748,"87446 Evans Junction Suite 659, South Julia, MO 06694",Burgos,Niger,2022-08-04,1959-05-13,F,Basic
6572,Teresa,Casado,peraltaiban@example.com,001-666-658-5625x51086,"Callejón Vicente Salgado 15, Navarra, 13233",Ceuta,Switzerland,2021-09-02,1970-02-27,F,Basic
6573,Andrea,Calzada,miguelarias@example.org,+34949 538 300,"5564 Kimberly Cliffs, Lake Frank, MP 92888",New Josefurt,British Virgin Islands,2021-10-18,1992-06-12,O,Basic
6574,Sandra,Patiño,jbueno@example.net,+34 883 94 35 38,"Cuesta Maxi Soto 93, Girona, 43175",North Travis,Sudán,2023-04-30,1953-05-18,O,Premium
6575,Corey,Barroso,octavia33@example.com,+34973882999,"9440 Smith Ports Suite 341, New Wendyburgh, KY 29047",West Jenniferfort,Senegal,2023-11-10,1966-11-02,F,Basic
6576,Angela,Bernal,xclavero@example.com,+1-618-529-8566x5480,"Acceso de Blas Álamo 667, Huesca, 20426",Charleschester,Djibouti,2023-02-10,1986-01-25,O,Basic
6577,Matías,Gardner,tolmo@example.com,+34 987933071,"Camino Jimena Catalá 44 Puerta 0 , La Coruña, 47877",Wilsonview,Holy See (Vatican City State),2022-08-24,1983-04-29,O,Standard
6578,Chema,Liu,ivalenciano@example.org,4134399071,"Urbanización Demetrio Higueras 2, León, 02700",León,Argentina,2025-02-26,1968-09-25,O,Premium
6579,Brenda,Clark,ruedanilo@example.com,+34 823 43 76 23,"1658 Robertson Streets, South Elizabeth, AZ 08558",La Coruña,Francia,2022-09-06,1988-12-30,M,Standard
6580,Alejandro,Hidalgo,candidoduran@example.org,6197419622,"Rambla Aníbal Cisneros 70, Cáceres, 47473",Álava,British Indian Ocean Territory (Chagos Archipelago),2020-11-05,2003-02-10,O,Basic
6581,Cleto,Sanchez,zcabrera@example.com,(988)642-1297,"Avenida de América Reyes 650, Cáceres, 22611",Ourense,Zimbabwe,2023-07-13,1946-12-02,M,Premium
6582,Graciela,Johnson,qrusso@example.net,6368798098,"C. de Vicente Chacón 990 Piso 5 , Almería, 17553",Larryland,Pakistan,2024-03-09,1992-07-07,O,Basic
6583,Robert,Sola,wcarvajal@example.net,9729468707,"26487 Jerry Pines, Morganborough, ID 23581",Girona,Serbia,2021-08-06,1954-08-25,F,Premium
6584,Meagan,Cabezas,auramontero@example.net,+1-738-901-7551x14898,"2029 Samantha Hills Suite 874, Allisonshire, NE 17391",Ceuta,Malta,2024-05-29,1967-04-20,M,Basic
6585,Marisela,Smith,katherine45@example.org,001-596-797-5368,"Calle de Mauricio Sebastián 91, Guipúzcoa, 41519",Navarra,Tuvalu,2021-08-28,1972-12-27,M,Standard
6586,Jacqueline,Zamora,auroraalvarado@example.com,001-396-819-1507,"Cañada Cipriano Alfonso 881, Cantabria, 09202",Chelseyfort,Isle of Man,2021-11-24,1956-01-04,M,Standard
6587,Denise,Álamo,azucenamenendez@example.net,(396)287-2239x179,"Rambla de Emilia Marí 57 Apt. 15 , Teruel, 34860",Huesca,República Unida de Tanzanía,2021-08-25,1957-12-01,M,Premium
6588,Robert,Delgado,angelarosales@example.net,+34 885 91 18 19,"798 Mcintosh Station Suite 359, New Vanessa, OK 20669",Ceuta,Jordania,2025-01-21,1966-08-14,O,Standard
6589,Dennis,Murillo,kelsey25@example.net,+1-638-539-9112,"Avenida José Ángel Isern 44, Barcelona, 06673",Lugo,Sudan,2020-10-27,1996-09-14,F,Basic
6590,Purificación,Richards,ydavila@example.org,+34 827515749,"1180 Melissa Plains, West David, AR 31638",Córdoba,Trinidad y Tabago,2023-06-08,1965-06-30,O,Standard
6591,Lisa,Cole,crystal68@example.com,+34982 03 09 76,"Calle de Manolo Iniesta 69 Apt. 79 , Asturias, 35050",Lake Preston,Myanmar,2023-11-25,1951-03-24,F,Premium
6592,Ligia,Santana,scotttina@example.com,782.722.1930x0217,"31553 Baker Coves, Lake Christopherberg, GU 06507",South Dustin,Croacia,2021-07-16,1990-10-05,M,Premium
6593,Victoria,Willis,aliagadario@example.com,+34 902 42 55 95,"C. de Ruth Arroyo 5 Apt. 01 , Vizcaya, 34041",Lake Sarahhaven,Iraq,2025-04-06,1958-10-01,M,Premium
6594,Breanna,Richardson,jensenkristine@example.net,+34 987 637 662,"Ronda de Mireia Reyes 2 Puerta 1 , Salamanca, 39577",Lugo,Bahrain,2023-03-23,1960-12-07,F,Premium
6595,Candelas,Martinez,beldayolanda@example.net,286-799-3490x100,"Paseo Fabio Vergara 489 Puerta 5 , Alicante, 29263",Palencia,Cocos (Keeling) Islands,2021-07-11,1976-12-12,O,Premium
6596,Baldomero,Cooper,roviraalejandra@example.net,+34 944098913,"Camino Evangelina Pineda 86, La Rioja, 16819",Allenmouth,Kuwait,2024-10-10,1968-08-31,O,Basic
6597,Azeneth,Mccarthy,christopherfields@example.org,(733)503-2277x8429,"PSC 6442, Box 1338, APO AE 11962",Madrid,Vietman,2020-09-24,1964-02-07,F,Premium
6598,Leslie,Cabezas,hmoreno@example.org,+34 948 68 68 86,"Cuesta de Gaspar Galindo 479, Guipúzcoa, 09959",South Kathyshire,Turks and Caicos Islands,2023-06-01,1983-12-18,F,Premium
6599,Marisela,Reig,blanca48@example.com,+34886 140 686,"31874 Knight Hill, Lake Ashleyport, WI 54808",East Mario,Estonia,2022-11-19,1966-08-14,M,Premium
6600,Kelly,Hurtado,ukeller@example.org,+34979 09 27 68,"37275 Harris Dale, North Megan, MI 28955",Bakerfort,Saint Vincent and the Grenadines,2023-04-27,1955-05-15,O,Premium
6601,Jon,Johnson,dcontreras@example.net,(603)563-6442x43068,"Vial Bernardita Ramírez 9 Apt. 68 , Alicante, 48442",Badajoz,Seychelles,2024-11-03,2006-10-26,M,Basic
6602,Berto,Martinez,palomaresmonica@example.org,001-607-741-7075x3257,"Pasaje Encarna Vilalta 3, La Coruña, 11287",Alicante,Zambia,2021-12-05,1950-01-23,M,Basic
6603,Teodora,Benavent,oechevarria@example.com,+34 849 00 20 79,"Paseo Alexandra Figueras 21, Tarragona, 32278",Badajoz,Niue,2020-09-23,2001-12-09,O,Basic
6604,Cipriano,King,caseytrevino@example.com,+34 981398578,"Acceso Félix Alvarez 20 Piso 5 , Baleares, 17085",Robertsville,Burundi,2020-07-26,1948-11-07,O,Premium
6605,Tiffany,Collins,martin07@example.com,+34 948091677,"Rambla Aureliano Cuenca 709 Piso 1 , Palencia, 41299",North Randy,Myanmar,2024-02-25,2004-12-10,F,Basic
6606,Germán,Kemp,brendawright@example.com,852.390.2527,"727 Lee Mall Suite 643, East Jacquelineshire, SC 29528",East Thomas,Dominicana,2020-12-13,1974-01-30,O,Standard
6607,Dean,Iñiguez,macariavergara@example.net,(860)861-1967x156,"42890 White Garden, Port Deborahport, CO 83140",Melilla,American Samoa,2021-04-07,1988-02-23,F,Standard
6608,Ryan,Ríos,marciano55@example.org,+34 880 58 73 62,"Pasaje de Verónica Mir 32 Apt. 27 , Ciudad, 11790",Kevinstad,Yemen,2021-12-29,1986-07-01,F,Basic
6609,Jacob,Lluch,yrichardson@example.org,(780)810-4444,"227 Baker Key Suite 019, West Abigailtown, CT 95948",Córdoba,Brasil,2022-05-27,1969-01-19,O,Basic
